StrainName	Start	End	DonorLineage
ERR12861733	908017	908494	SC4
ERR12861733	925832	929188	SC4
ERR12861733	1217298	1218398	SC4
ERR12861733	1288849	1291235	SC4
ERR12861733	1618092	1620385	SC4
ERR12861733	1647753	1650470	SC4
ERR12861733	1654730	1656868	SC4
ERR12861733	1864946	1866460	SC4
ERR12861733	2045703	2045876	SC4
ERR12861733	2478190	2479525	SC4
ERR12861733	2482315	2483546	SC4
ERR12861733	2831919	2834430	SC4
ERR12861733	3444210	3445521	SC4
ERR12861733	3476497	3479189	SC4
ERR12861733	3526267	3528538	SC4
ERR12861733	3857074	3857589	SC4
ERR12861733	3885927	3887019	SC4
ERR12861733	4089426	4091315	SC4
ERR12861380	285567	287753	SC4
ERR12861380	305266	305807	SC4
ERR12861380	399054	400901	SC4
ERR12861380	970902	971415	SC4
ERR12861380	988424	988860	SC4
ERR12861380	1050437	1053038	SC4
ERR12861380	1164376	1164480	SC4
ERR12861380	1248495	1253330	SC4
ERR12861380	1421224	1421982	SC4
ERR12861380	1592034	1592532	SC4
ERR12861380	1653525	1653792	SC4
ERR12861380	1664352	1665106	SC4
ERR12861380	2510607	2513583	SC4
ERR12861380	2530452	2532169	SC4
ERR12861380	2615735	2617608	SC4
ERR12861380	2759405	2760286	SC4
ERR12861380	2995082	2999576	SC4
ERR12861380	3063505	3065875	SC4
ERR12861380	3181076	3181654	SC4
ERR12861380	3236069	3243904	SC4
ERR12861380	3328201	3329281	SC4
ERR12861380	3353609	3358275	SC4
ERR12861380	3430584	3431541	SC4
ERR12861380	3434200	3435182	SC4
ERR12861380	3464333	3466329	SC4
ERR12861380	3605549	3606398	SC4
ERR12861380	3671510	3671609	SC4
ERR12861380	3679020	3679331	SC4
ERR12861380	3822049	3823835	SC4
ERR12861380	3871982	3873681	SC4
ERR12861380	3894121	3898606	SC4
ERR12861487	615430	617643	SC4
ERR12861487	712349	714538	SC4
ERR12861487	934291	937246	SC4
ERR12861487	1046945	1047275	SC4
ERR12861487	1134943	1136920	SC4
ERR12861487	1286386	1288748	SC4
ERR12861487	1333590	1334480	SC4
ERR12861487	1402533	1403224	SC4
ERR12861487	1411732	1413503	SC4
ERR12861487	1609868	1613849	SC4
ERR12861487	1748513	1749882	SC4
ERR12861487	1805655	1806632	SC4
ERR12861487	1884685	1886218	SC4
ERR12861487	2423852	2425896	SC4
ERR12861487	2668135	2669643	SC4
ERR12861487	2694199	2695211	SC4
ERR12861487	2841561	2843130	SC4
ERR12861487	3032170	3033434	SC4
ERR12861487	3312389	3313217	SC4
ERR12861487	3461406	3462144	SC4
ERR12861487	3597930	3601683	SC4
ERR12861487	3963583	3969695	SC4
ERR12861552	105677	109462	SC4
ERR12861552	199963	201317	SC4
ERR12861552	216647	217211	SC4
ERR12861552	237999	240175	SC4
ERR12861552	256741	257174	SC4
ERR12861552	330467	332064	SC4
ERR12861552	357535	359030	SC4
ERR12861552	365191	366158	SC4
ERR12861552	367484	368035	SC4
ERR12861552	369547	370242	SC4
ERR12861552	430551	433409	SC4
ERR12861552	509672	512688	SC4
ERR12861552	524090	528585	SC4
ERR12861552	547284	548478	SC4
ERR12861552	570127	574858	SC4
ERR12861552	667772	670912	SC4
ERR12861552	770647	771372	SC4
ERR12861552	773526	774104	SC4
ERR12861552	789219	790912	SC4
ERR12861552	819150	823925	SC4
ERR12861552	827895	829013	SC4
ERR12861552	970954	971336	SC4
ERR12861552	1052339	1053628	SC4
ERR12861552	1139446	1142222	SC4
ERR12861552	1188914	1190742	SC4
ERR12861552	1279236	1282713	SC4
ERR12861552	1304511	1304615	SC4
ERR12861552	1310259	1310526	SC4
ERR12861552	1322130	1323543	SC4
ERR12861552	1378867	1379899	SC4
ERR12861552	1405591	1407015	SC4
ERR12861552	1447857	1449320	SC4
ERR12861552	1457856	1464002	SC4
ERR12861552	1499684	1501558	SC4
ERR12861552	1507783	1508126	SC4
ERR12861552	1564887	1566310	SC4
ERR12861552	1664168	1665411	SC4
ERR12861552	1700989	1702318	SC4
ERR12861552	1751712	1753982	SC4
ERR12861552	1791056	1795972	SC4
ERR12861552	1850725	1854248	SC4
ERR12861552	2113541	2117321	SC4
ERR12861552	2133049	2134938	SC4
ERR12861552	2146326	2147354	SC4
ERR12861552	2239051	2243619	SC4
ERR12861552	2276457	2278126	SC4
ERR12861552	2345510	2348620	SC4
ERR12861552	2351225	2352879	SC4
ERR12861552	2356660	2363719	SC4
ERR12861552	2372205	2374873	SC4
ERR12861552	2376860	2379318	SC4
ERR12861552	2444131	2445193	SC4
ERR12861552	2479726	2484410	SC4
ERR12861552	2512502	2513365	SC4
ERR12861552	2601002	2605232	SC4
ERR12861552	2614889	2618152	SC4
ERR12861552	2764748	2769829	SC4
ERR12861552	2779625	2781242	SC4
ERR12861552	2818785	2820516	SC4
ERR12861552	2822739	2825743	SC4
ERR12861552	2830678	2831740	SC4
ERR12861552	2835860	2837213	SC4
ERR12861552	2854591	2857270	SC4
ERR12861552	2982158	2986796	SC4
ERR12861552	2995319	2997846	SC4
ERR12861552	3004529	3006935	SC4
ERR12861552	3054022	3056571	SC4
ERR12861552	3090136	3094664	SC4
ERR12861552	3110988	3111602	SC4
ERR12861552	3155620	3157809	SC4
ERR12861552	3161504	3164112	SC4
ERR12861552	3178164	3180403	SC4
ERR12861552	3237420	3237879	SC4
ERR12861552	3261259	3262151	SC4
ERR12861552	3321797	3323894	SC4
ERR12861552	3471363	3474079	SC4
ERR12861552	3484014	3484614	SC4
ERR12861552	3607842	3610610	SC4
ERR12861552	3619089	3620990	SC4
ERR12861552	3638542	3639848	SC4
ERR12861552	3654125	3656315	SC4
ERR12861552	3675318	3677634	SC4
ERR12861552	3681297	3685897	SC4
ERR12861552	3741784	3746468	SC4
ERR12861552	3755280	3757250	SC4
ERR12861552	3763676	3765735	SC4
ERR12861552	3777697	3779128	SC4
ERR12861552	3808052	3808683	SC4
ERR12861552	3820701	3824428	SC4
ERR12861552	3842099	3844114	SC4
ERR12861552	3857074	3858464	SC4
ERR12861552	3930730	3931269	SC4
ERR12861552	3992158	3993485	SC4
ERR12861552	4008341	4009229	SC4
ERR12861891	75477	77224	SC4
ERR12861891	239270	240175	SC4
ERR12861891	265759	267441	SC4
ERR12861891	273562	276239	SC4
ERR12861891	313921	314787	SC4
ERR12861891	420927	421010	SC4
ERR12861891	458697	459780	SC4
ERR12861891	525026	526750	SC4
ERR12861891	771141	771712	SC4
ERR12861891	886627	888401	SC4
ERR12861891	1285390	1288875	SC4
ERR12861891	1311593	1312488	SC4
ERR12861891	1322153	1322996	SC4
ERR12861891	1499684	1501512	SC4
ERR12861891	1507571	1508564	SC4
ERR12861891	1513383	1513892	SC4
ERR12861891	1690872	1692979	SC4
ERR12861891	1702455	1704426	SC4
ERR12861891	1748417	1749882	SC4
ERR12861891	1751712	1758603	SC4
ERR12861891	1786797	1796152	SC4
ERR12861891	1817151	1819113	SC4
ERR12861891	2146701	2147354	SC4
ERR12861891	2276826	2277791	SC4
ERR12861891	2424667	2425121	SC4
ERR12861891	2492263	2492740	SC4
ERR12861891	2572011	2573449	SC4
ERR12861891	2615791	2618799	SC4
ERR12861891	2669331	2669937	SC4
ERR12861891	2764359	2766606	SC4
ERR12861891	2835980	2837213	SC4
ERR12861891	2982551	2985068	SC4
ERR12861891	2995082	2997846	SC4
ERR12861891	3085696	3099038	SC4
ERR12861891	3111138	3111645	SC4
ERR12861891	3327976	3330360	SC4
ERR12861891	3333370	3334408	SC4
ERR12861891	3520437	3521364	SC4
ERR12861891	3611974	3613845	SC4
ERR12861891	3619930	3620316	SC4
ERR12861891	3654067	3655334	SC4
ERR12861891	3675318	3676899	SC4
ERR12861891	3687386	3688870	SC4
ERR12861891	3742311	3743654	SC4
ERR12861891	3754125	3757709	SC4
ERR12861891	3758613	3762023	SC4
ERR12861891	3811950	3812535	SC4
ERR12861891	3821129	3821289	SC4
ERR12861891	3938607	3942291	SC4
ERR12861891	3948374	3949324	SC4
SRR7800605	413551	414759	SC4
SRR7800605	967801	968253	SC4
SRR7800605	2034143	2035457	SC4
SRR7800605	2707183	2707436	SC4
SRR7800605	3178700	3180475	SC4
SRR7800605	3992377	3993357	SC4
SRR7800605	4226784	4229519	SC4
DRR286234	48138	49083	SC4
DRR286234	522724	526031	SC4
DRR286234	677112	679388	SC4
DRR286234	760120	762898	SC4
DRR286234	1322465	1323543	SC4
DRR286234	1552965	1553927	SC4
DRR286234	1788688	1793824	SC4
DRR286234	1864989	1866556	SC4
DRR286234	2019917	2022407	SC4
DRR286234	2027450	2027705	SC4
DRR286234	2341560	2342983	SC4
DRR286234	3322118	3323184	SC4
DRR286234	3476330	3478683	SC4
ERR12861377	809886	811366	SC4
ERR12861377	947056	947383	SC4
ERR12861377	1351123	1352247	SC4
ERR12861377	2151798	2154026	SC4
ERR12861377	3761597	3762023	SC4
ERR12861377	3923001	3924055	SC4
ERR12861783	616484	619284	SC4
ERR12861783	706228	709803	SC4
ERR12861783	925376	929188	SC4
ERR12861783	1087253	1089435	SC4
ERR12861783	1189728	1190636	SC4
ERR12861783	1384078	1384932	SC4
ERR12861783	1805813	1806409	SC4
ERR12861783	1841028	1842699	SC4
ERR12861783	1944732	1947421	SC4
ERR12861783	1980670	1982046	SC4
ERR12861783	2004878	2005735	SC4
ERR12861783	2194100	2196997	SC4
ERR12861783	2830321	2833838	SC4
ERR12861783	2850894	2851454	SC4
ERR12861783	2865760	2872210	SC4
ERR12861783	2906456	2908663	SC4
ERR12861783	3008836	3009322	SC4
ERR12861783	3173034	3174212	SC4
ERR12861783	3338671	3342901	SC4
ERR12861783	3512001	3512931	SC4
ERR12861783	3542514	3542894	SC4
ERR12861783	3872329	3873628	SC4
ERR12861783	4127765	4128680	SC4
ERR12861651	692881	694505	SC4
ERR12861651	836657	839648	SC4
ERR12861651	968272	968342	SC4
ERR12861651	1054356	1055435	SC4
ERR12861651	1160589	1162702	SC4
ERR12861651	1293081	1294909	SC4
ERR12861651	1420235	1421321	SC4
ERR12861651	1592034	1592867	SC4
ERR12861651	1658938	1659673	SC4
ERR12861651	1660397	1661495	SC4
ERR12861651	1735387	1736825	SC4
ERR12861651	1748633	1750541	SC4
ERR12861651	2065561	2066858	SC4
ERR12861651	2161608	2164175	SC4
ERR12861651	2272530	2273164	SC4
ERR12861651	2273460	2274029	SC4
ERR12861651	2363581	2364875	SC4
ERR12861651	2499015	2500644	SC4
ERR12861651	2524208	2524398	SC4
ERR12861651	2563254	2563948	SC4
ERR12861651	2617609	2618444	SC4
ERR12861651	2646732	2648957	SC4
ERR12861651	2799933	2800315	SC4
ERR12861651	2940132	2941555	SC4
ERR12861651	2949853	2952157	SC4
ERR12861651	2974207	2977277	SC4
ERR12861651	2997178	2997775	SC4
ERR12861651	3027906	3029290	SC4
ERR12861651	3030827	3031174	SC4
ERR12861651	3047083	3048967	SC4
ERR12861651	3148945	3151382	SC4
ERR12861651	3153761	3153913	SC4
ERR12861651	3275763	3278401	SC4
ERR12861651	3356773	3359425	SC4
ERR12861651	3361107	3363145	SC4
ERR12861651	3499389	3500140	SC4
ERR12861651	3502043	3502710	SC4
ERR12861651	3605308	3605641	SC4
ERR12861651	3644642	3644697	SC4
ERR12861651	3764186	3764658	SC4
ERR12861651	3802394	3803652	SC4
ERR12861651	3806170	3808125	SC4
ERR12861651	3926788	3926972	SC4
ERR12861651	3934361	3936092	SC4
ERR12861651	3980103	3981802	SC4
ERR12861651	4240291	4242616	SC4
ERR12861903	392160	393210	SC4
ERR12861903	1134780	1137166	SC4
ERR12861903	1144819	1146224	SC4
ERR12861903	1622972	1623506	SC4
ERR12861903	1656251	1656833	SC4
ERR12861903	2373882	2375185	SC4
ERR12861903	2494178	2495905	SC4
ERR12861903	2724003	2725928	SC4
ERR12861903	2730483	2734209	SC4
ERR12861903	2795933	2796602	SC4
ERR12861903	2830560	2831740	SC4
ERR12861903	3485171	3486401	SC4
ERR12861903	3633130	3634850	SC4
ERR12861903	3772876	3773712	SC4
ERR12861903	3778552	3778891	SC4
ERR12861903	4131990	4133553	SC4
ERR12861903	4227328	4229519	SC4
ERR12861413	170455	172191	SC4
ERR12861413	385929	387295	SC4
ERR12861413	504130	505517	SC4
ERR12861413	784591	785225	SC4
ERR12861413	883956	885448	SC4
ERR12861413	947089	950941	SC4
ERR12861413	1024727	1026196	SC4
ERR12861413	1168438	1172081	SC4
ERR12861413	1210281	1213789	SC4
ERR12861413	1258332	1258757	SC4
ERR12861413	1346508	1347109	SC4
ERR12861413	1382050	1382823	SC4
ERR12861413	1448118	1448846	SC4
ERR12861413	1566479	1569234	SC4
ERR12861413	1622343	1624008	SC4
ERR12861413	1667209	1667388	SC4
ERR12861413	1700658	1702097	SC4
ERR12861413	1814594	1815721	SC4
ERR12861413	2004878	2006043	SC4
ERR12861413	2012777	2013788	SC4
ERR12861413	2351546	2352811	SC4
ERR12861413	2381186	2383341	SC4
ERR12861413	2502573	2503779	SC4
ERR12861413	2565508	2567239	SC4
ERR12861413	2572011	2573666	SC4
ERR12861413	2614700	2615630	SC4
ERR12861413	2624835	2625848	SC4
ERR12861413	2633610	2634476	SC4
ERR12861413	2730441	2733045	SC4
ERR12861413	2985451	2987038	SC4
ERR12861413	3121849	3124289	SC4
ERR12861413	3160023	3163373	SC4
ERR12861413	3173390	3174212	SC4
ERR12861413	3195750	3197088	SC4
ERR12861413	3455709	3460706	SC4
ERR12861413	3471386	3475301	SC4
ERR12861413	3543005	3545044	SC4
ERR12861413	3572109	3573434	SC4
ERR12861413	3638959	3639848	SC4
ERR12861413	3660831	3664964	SC4
ERR12861413	3682092	3685248	SC4
ERR12861949	185377	185857	SC4
ERR12861949	249286	252338	SC4
ERR12861949	599337	600922	SC4
ERR12861949	684615	687029	SC4
ERR12861949	908017	908494	SC4
ERR12861949	1288876	1290629	SC4
ERR12861949	1618092	1620431	SC4
ERR12861949	1656251	1656868	SC4
ERR12861949	1863863	1866460	SC4
ERR12861949	2475703	2476117	SC4
ERR12861949	2478541	2478791	SC4
ERR12861949	2480903	2483438	SC4
ERR12861949	2789656	2791083	SC4
ERR12861949	2831919	2834607	SC4
ERR12861949	3097462	3100100	SC4
ERR12861949	3379673	3382671	SC4
ERR12861949	3476497	3479189	SC4
ERR12861949	3512299	3514176	SC4
ERR12861949	3526639	3527099	SC4
ERR12861949	3885927	3887019	SC4
DRR286149	3831569	3832581	SC4
ERR13148602	96203	96952	SC4
ERR13148602	96977	97992	SC4
ERR13148602	105405	105676	SC4
ERR13148602	283214	284116	SC4
ERR13148602	285316	288115	SC4
ERR13148602	305266	307013	SC4
ERR13148602	408580	408720	SC4
ERR13148602	899479	901561	SC4
ERR13148602	972349	975010	SC4
ERR13148602	989579	990052	SC4
ERR13148602	1047324	1048130	SC4
ERR13148602	1051259	1052891	SC4
ERR13148602	1054899	1055576	SC4
ERR13148602	1058691	1060092	SC4
ERR13148602	1100536	1103563	SC4
ERR13148602	1290355	1292337	SC4
ERR13148602	1354824	1356291	SC4
ERR13148602	1588626	1593125	SC4
ERR13148602	1601855	1606736	SC4
ERR13148602	1709875	1710380	SC4
ERR13148602	1737310	1737846	SC4
ERR13148602	1915972	1917154	SC4
ERR13148602	2140053	2141810	SC4
ERR13148602	2267696	2270717	SC4
ERR13148602	2273460	2273853	SC4
ERR13148602	2516022	2516431	SC4
ERR13148602	2569968	2570049	SC4
ERR13148602	2801293	2801623	SC4
ERR13148602	2803295	2803618	SC4
ERR13148602	2807486	2809908	SC4
ERR13148602	2961458	2967825	SC4
ERR13148602	3027021	3029029	SC4
ERR13148602	3063430	3065712	SC4
ERR13148602	3180087	3181798	SC4
ERR13148602	3347148	3348131	SC4
ERR13148602	3357853	3359473	SC4
ERR13148602	3388276	3391001	SC4
ERR13148602	3500894	3503995	SC4
ERR13148602	3642291	3646986	SC4
ERR13148602	3800399	3803652	SC4
ERR13148602	3804589	3805093	SC4
ERR13148602	3828673	3829869	SC4
ERR13148602	3930355	3932459	SC4
ERR13148602	3934248	3935643	SC4
ERR13148602	3935988	3936692	SC4
SRR10120009	2421230	2422476	SC4
SRR7800523	321063	321289	SC4
SRR7800523	676573	677029	SC4
SRR7800523	1186714	1188144	SC4
SRR7800523	1552958	1553665	SC4
SRR7800523	1592784	1594031	SC4
SRR7800523	1822312	1823799	SC4
SRR7800523	1856460	1857116	SC4
SRR7800523	1980670	1982168	SC4
SRR7800523	3178716	3180683	SC4
SRR7800523	3195687	3197088	SC4
SRR7800523	3468028	3468577	SC4
SRR7800523	3695589	3697134	SC4
SRR7800523	3995701	3996480	SC4
SRR7800523	4044291	4046230	SC4
ERR12861682	274225	277951	SC4
ERR12861682	946702	950863	SC4
ERR12861682	1513144	1513892	SC4
ERR12861682	1547142	1547829	SC4
ERR12861682	1817808	1819113	SC4
ERR12861682	2835812	2837287	SC4
ERR12861682	2995888	2997543	SC4
ERR12861682	3613200	3613785	SC4
ERR12861682	3922968	3924055	SC4
ERR12861682	4006737	4007276	SC4
ERR12861517	13940	19830	SC4
ERR12861517	113357	114864	SC4
ERR12861517	122319	126978	SC4
ERR12861517	167070	168780	SC4
ERR12861517	184050	186638	SC4
ERR12861517	209243	210871	SC4
ERR12861517	237197	237570	SC4
ERR12861517	286774	289508	SC4
ERR12861517	314980	317022	SC4
ERR12861517	492241	496018	SC4
ERR12861517	526518	527171	SC4
ERR12861517	542618	543480	SC4
ERR12861517	680378	681096	SC4
ERR12861517	692508	694044	SC4
ERR12861517	753728	754647	SC4
ERR12861517	756010	757185	SC4
ERR12861517	816711	818176	SC4
ERR12861517	877526	878138	SC4
ERR12861517	898655	903904	SC4
ERR12861517	947694	954355	SC4
ERR12861517	1021684	1023378	SC4
ERR12861517	1144687	1146224	SC4
ERR12861517	1231172	1234129	SC4
ERR12861517	1234542	1235165	SC4
ERR12861517	1257508	1260434	SC4
ERR12861517	1263606	1264848	SC4
ERR12861517	1267102	1269279	SC4
ERR12861517	1334229	1334987	SC4
ERR12861517	1456338	1457228	SC4
ERR12861517	1495365	1496906	SC4
ERR12861517	1540650	1541959	SC4
ERR12861517	1564910	1569338	SC4
ERR12861517	1571025	1571587	SC4
ERR12861517	1572853	1573763	SC4
ERR12861517	1634274	1635277	SC4
ERR12861517	1656118	1657157	SC4
ERR12861517	1689868	1690690	SC4
ERR12861517	1742686	1743939	SC4
ERR12861517	1795028	1795972	SC4
ERR12861517	1944732	1945799	SC4
ERR12861517	2009050	2011560	SC4
ERR12861517	2105921	2108094	SC4
ERR12861517	2171652	2173541	SC4
ERR12861517	2293409	2294558	SC4
ERR12861517	2322467	2322794	SC4
ERR12861517	2400399	2401390	SC4
ERR12861517	2467140	2467932	SC4
ERR12861517	2472128	2472372	SC4
ERR12861517	2481035	2482384	SC4
ERR12861517	2678426	2679950	SC4
ERR12861517	2684256	2688164	SC4
ERR12861517	2765066	2767229	SC4
ERR12861517	2812935	2820109	SC4
ERR12861517	2849256	2854107	SC4
ERR12861517	2859331	2861375	SC4
ERR12861517	2912129	2913978	SC4
ERR12861517	3034482	3037412	SC4
ERR12861517	3075492	3076457	SC4
ERR12861517	3116435	3117564	SC4
ERR12861517	3178700	3180683	SC4
ERR12861517	3181881	3185762	SC4
ERR12861517	3247134	3247895	SC4
ERR12861517	3258488	3260994	SC4
ERR12861517	3336455	3336830	SC4
ERR12861517	3388989	3392401	SC4
ERR12861517	3443721	3443791	SC4
ERR12861517	3448420	3449098	SC4
ERR12861517	3480580	3481460	SC4
ERR12861517	3534691	3535841	SC4
ERR12861517	3579325	3579673	SC4
ERR12861517	3675318	3678157	SC4
ERR12861517	3914340	3916014	SC4
ERR12861517	3970087	3970701	SC4
ERR12861517	3983999	3987198	SC4
ERR12861517	4010399	4013587	SC4
ERR12861517	4042048	4043216	SC4
ERR12861517	4113115	4114131	SC4
ERR12861519	966734	968637	SC4
ERR12861519	1294950	1296592	SC4
ERR12861519	2946868	2947621	SC4
ERR12861519	3402691	3406814	SC4
ERR12861519	3436782	3439598	SC4
ERR12861519	3465060	3466329	SC4
ERR12861519	3754930	3758140	SC4
ERR12861519	3763676	3766414	SC4
ERR12861519	3896631	3898294	SC4
ERR12861519	4240384	4243707	SC4
DRR286166	48138	49403	SC4
DRR286166	164150	168997	SC4
DRR286166	286683	287753	SC4
DRR286166	364281	365190	SC4
DRR286166	441814	442433	SC4
DRR286166	522724	526031	SC4
DRR286166	532546	534835	SC4
DRR286166	559313	559867	SC4
DRR286166	747905	749028	SC4
DRR286166	758925	761520	SC4
DRR286166	762614	764666	SC4
DRR286166	945655	947620	SC4
DRR286166	972482	974844	SC4
DRR286166	1017300	1019533	SC4
DRR286166	1052493	1053540	SC4
DRR286166	1085853	1086184	SC4
DRR286166	1090095	1092136	SC4
DRR286166	1231046	1232918	SC4
DRR286166	1247811	1249288	SC4
DRR286166	1259740	1260999	SC4
DRR286166	1306067	1307777	SC4
DRR286166	1332388	1334480	SC4
DRR286166	1372891	1374244	SC4
DRR286166	1753590	1754122	SC4
DRR286166	1864989	1866556	SC4
DRR286166	1893933	1895121	SC4
DRR286166	2019976	2021326	SC4
DRR286166	2093596	2096268	SC4
DRR286166	2170542	2172691	SC4
DRR286166	2306913	2308134	SC4
DRR286166	2454330	2455289	SC4
DRR286166	2466739	2468106	SC4
DRR286166	2538098	2539341	SC4
DRR286166	2605650	2606871	SC4
DRR286166	2614828	2617803	SC4
DRR286166	2946039	2946867	SC4
DRR286166	3045435	3047356	SC4
DRR286166	3153654	3154802	SC4
DRR286166	3343959	3344915	SC4
DRR286166	3407754	3413287	SC4
DRR286166	3476497	3478683	SC4
DRR286166	3490728	3492065	SC4
DRR286166	3581796	3583132	SC4
DRR286166	3884905	3887019	SC4
DRR286166	3980215	3981276	SC4
DRR286135	274151	275692	SC4
DRR286135	1759891	1760185	SC4
DRR286135	1900254	1901236	SC4
DRR286135	2128398	2130112	SC4
DRR286135	2172786	2173541	SC4
DRR286135	2353591	2353886	SC4
DRR286135	2498380	2499727	SC4
DRR286135	2782436	2783243	SC4
DRR286135	3004582	3006192	SC4
DRR286135	3581886	3583105	SC4
DRR286135	3688118	3688981	SC4
DRR286135	3972061	3973110	SC4
ERR12861802	286683	288115	SC4
ERR12861802	304353	304457	SC4
ERR12861802	398005	398670	SC4
ERR12861802	688317	690607	SC4
ERR12861802	692580	693450	SC4
ERR12861802	839127	840021	SC4
ERR12861802	971416	976072	SC4
ERR12861802	1162671	1164043	SC4
ERR12861802	1704730	1706226	SC4
ERR12861802	1729262	1730874	SC4
ERR12861802	1914205	1916632	SC4
ERR12861802	2363653	2364955	SC4
ERR12861802	2991154	2994275	SC4
ERR12861802	3136806	3136863	SC4
ERR12861802	3356336	3358477	SC4
ERR12861802	3389448	3392401	SC4
ERR12861802	3430584	3431252	SC4
ERR12861802	3753118	3757250	SC4
ERR12861802	3803087	3803965	SC4
ERR12861839	615430	617643	SC4
ERR12861839	712349	714538	SC4
ERR12861839	934291	937246	SC4
ERR12861839	1044776	1047365	SC4
ERR12861839	1134964	1136920	SC4
ERR12861839	1287048	1288748	SC4
ERR12861839	1333590	1334480	SC4
ERR12861839	1402533	1403195	SC4
ERR12861839	1411694	1413503	SC4
ERR12861839	1609868	1613849	SC4
ERR12861839	1748513	1749882	SC4
ERR12861839	1805533	1806632	SC4
ERR12861839	1884685	1886410	SC4
ERR12861839	2423852	2425896	SC4
ERR12861839	2668135	2669643	SC4
ERR12861839	2693892	2695211	SC4
ERR12861839	2841561	2843130	SC4
ERR12861839	3312389	3313217	SC4
ERR12861839	3461406	3462144	SC4
ERR12861839	3597930	3601683	SC4
ERR12861839	3963583	3969695	SC4
DRR286206	1085	4052	SC4
DRR286206	11705	14079	SC4
DRR286206	622189	623283	SC4
DRR286206	677112	679388	SC4
DRR286206	1052586	1053540	SC4
DRR286206	1289574	1291846	SC4
DRR286206	1300493	1301288	SC4
DRR286206	1346592	1347109	SC4
DRR286206	1498494	1499903	SC4
DRR286206	1552932	1553665	SC4
DRR286206	1864255	1864321	SC4
DRR286206	1877783	1878067	SC4
DRR286206	2134320	2136308	SC4
DRR286206	2179022	2179612	SC4
DRR286206	2478541	2478917	SC4
DRR286206	2495130	2495905	SC4
DRR286206	2690381	2692422	SC4
DRR286206	2866010	2867749	SC4
DRR286206	3063626	3064908	SC4
DRR286206	3373703	3374469	SC4
DRR286206	3479914	3481667	SC4
DRR286206	3670973	3672524	SC4
DRR286206	4038644	4040874	SC4
ERR12861874	183683	184588	SC4
ERR12861874	187007	189957	SC4
ERR12861874	236053	237044	SC4
ERR12861874	706172	706575	SC4
ERR12861874	843593	845528	SC4
ERR12861874	877279	878074	SC4
ERR12861874	1101664	1103225	SC4
ERR12861874	1259605	1260212	SC4
ERR12861874	1642453	1643076	SC4
ERR12861874	1865044	1866499	SC4
ERR12861874	1944732	1945524	SC4
ERR12861874	1981996	1982963	SC4
ERR12861874	2093596	2094160	SC4
ERR12861874	2106698	2108094	SC4
ERR12861874	2322557	2322794	SC4
ERR12861874	2330663	2332083	SC4
ERR12861874	3306815	3307600	SC4
ERR12861874	3460025	3462144	SC4
ERR12861874	3512001	3512969	SC4
ERR12861874	3729285	3730000	SC4
ERR12861874	4042090	4043216	SC4
SRR13556503	101877	102529	SC4
SRR13556503	104493	109403	SC4
SRR13556503	238348	241686	SC4
SRR13556503	313921	315572	SC4
SRR13556503	323204	324641	SC4
SRR13556503	369611	371487	SC4
SRR13556503	387346	396551	SC4
SRR13556503	420927	422042	SC4
SRR13556503	450582	451621	SC4
SRR13556503	526518	528465	SC4
SRR13556503	669395	670131	SC4
SRR13556503	771058	771738	SC4
SRR13556503	803152	803912	SC4
SRR13556503	818553	823925	SC4
SRR13556503	886627	888025	SC4
SRR13556503	907305	907783	SC4
SRR13556503	935158	935722	SC4
SRR13556503	962564	966028	SC4
SRR13556503	1046945	1048046	SC4
SRR13556503	1114700	1119964	SC4
SRR13556503	1121895	1123087	SC4
SRR13556503	1134640	1136920	SC4
SRR13556503	1160519	1163854	SC4
SRR13556503	1188418	1190742	SC4
SRR13556503	1285390	1288875	SC4
SRR13556503	1333671	1335047	SC4
SRR13556503	1415308	1420156	SC4
SRR13556503	1448038	1449867	SC4
SRR13556503	1498494	1501512	SC4
SRR13556503	1507116	1513892	SC4
SRR13556503	1541272	1547829	SC4
SRR13556503	1583329	1583838	SC4
SRR13556503	1648847	1650555	SC4
SRR13556503	1654776	1656909	SC4
SRR13556503	1690485	1692979	SC4
SRR13556503	1701303	1702297	SC4
SRR13556503	1711296	1715707	SC4
SRR13556503	1748588	1749882	SC4
SRR13556503	1794788	1796519	SC4
SRR13556503	1816190	1819113	SC4
SRR13556503	2095810	2096729	SC4
SRR13556503	2113493	2117629	SC4
SRR13556503	2132669	2134786	SC4
SRR13556503	2146701	2154026	SC4
SRR13556503	2239752	2242198	SC4
SRR13556503	2276735	2277791	SC4
SRR13556503	2355213	2363857	SC4
SRR13556503	2375614	2383169	SC4
SRR13556503	2424551	2425739	SC4
SRR13556503	2562984	2563948	SC4
SRR13556503	2581696	2586059	SC4
SRR13556503	2592142	2604855	SC4
SRR13556503	2615134	2619171	SC4
SRR13556503	2624671	2625848	SC4
SRR13556503	2669331	2674048	SC4
SRR13556503	2763855	2766575	SC4
SRR13556503	2778826	2781242	SC4
SRR13556503	2835812	2837180	SC4
SRR13556503	2841561	2843009	SC4
SRR13556503	2937707	2938712	SC4
SRR13556503	2986341	2986944	SC4
SRR13556503	2995888	3001880	SC4
SRR13556503	3033435	3035441	SC4
SRR13556503	3041644	3042786	SC4
SRR13556503	3063842	3064496	SC4
SRR13556503	3084916	3088151	SC4
SRR13556503	3109534	3111812	SC4
SRR13556503	3186159	3187753	SC4
SRR13556503	3255695	3256687	SC4
SRR13556503	3327084	3334471	SC4
