"StrainName","Start","End","DonorLineage","length"
"ERR12861517",2666488,2667375,"4",887
"ERR12861517",2667376,2669330,"8",1954
"ERR12861517",2674206,2674979,"1",773
"ERR12861517",2678426,2679950,"7",1524
"ERR12861517",2679951,2681950,"8",1999
"ERR12861517",2684256,2688164,"7",3908
"ERR12861517",2694078,2695069,"6",991
"ERR12861517",2698979,2700113,"10",1134
"ERR12861517",2702380,2703066,"6",686
"ERR12861517",2709252,2711531,"9",2279
"ERR12861517",2728910,2735289,"6",6379
"ERR12861517",2738821,2740735,"9",1914
"ERR12861517",2747353,2749708,"10",2355
"ERR12861517",2765066,2767229,"7",2163
"ERR12861517",2767230,2769829,"8",2599
"ERR12861517",2778340,2780143,"2",1803
"ERR12861517",2780757,2782970,"4",2213
"ERR12861517",2794034,2795273,"10",1239
"ERR12861517",2798719,2800195,"6",1476
"ERR12861517",2812935,2820109,"7",7174
"ERR12861517",2823582,2824049,"6",467
"ERR12861517",2827045,2828107,"3",1062
"ERR12861517",2828108,2830320,"2",2212
"ERR12861517",2849256,2854107,"7",4851
"ERR12861517",2859331,2861375,"7",2044
"ERR12861517",2874359,2874893,"2",534
"ERR12861517",2912129,2913978,"7",1849
"ERR12861517",2940000,2943463,"1",3463
"ERR12861517",2943464,2948008,"10",4544
"ERR12861517",2962510,2963717,"1",1207
"ERR12861517",2971477,2973920,"9",2443
"ERR12861517",2979272,2981385,"10",2113
"ERR12861517",3007341,3009014,"2",1673
"ERR12861517",3034482,3037412,"7",2930
"ERR12861517",3045156,3045539,"2",383
"ERR12861517",3049524,3050448,"2",924
"ERR12861517",3053531,3054876,"8",1345
"ERR12861517",3057134,3058919,"2",1785
"ERR12861517",3073654,3075491,"1",1837
"ERR12861517",3075492,3076457,"7",965
"ERR12861517",3108156,3109386,"2",1230
"ERR12861517",3116435,3117564,"7",1129
"ERR12861517",3119639,3122894,"2",3255
"ERR12861517",3123156,3124119,"2",963
"ERR12861517",3155092,3155471,"10",379
"ERR12861517",3160023,3164303,"10",4280
"ERR12861517",3171332,3171752,"2",420
"ERR12861517",3178700,3180683,"7",1983
"ERR12861517",3181881,3185762,"7",3881
"ERR12861517",3185987,3186362,"4",375
"ERR12861517",3197751,3199091,"9",1340
"ERR12861517",3212606,3213271,"4",665
"ERR12861517",3224893,3227452,"6",2559
"ERR12861517",3235523,3237479,"4",1956
"ERR12861517",3242107,3243986,"2",1879
"ERR12861517",3247134,3247895,"7",761
"ERR12861517",3247896,3248512,"6",616
"ERR12861517",3251056,3251502,"8",446
"ERR12861517",3258488,3260994,"7",2506
"ERR12861517",3260995,3264755,"6",3760
"ERR12861517",3264756,3266479,"9",1723
"ERR12861517",3321919,3323006,"2",1087
"ERR12861517",3336455,3336830,"7",375
"ERR12861517",3337013,3338581,"10",1568
"ERR12861517",3348574,3349095,"10",521
"ERR12861517",3352488,3355527,"10",3039
"ERR12861517",3367024,3367876,"4",852
"ERR12861517",3381229,3384098,"2",2869
"ERR12861517",3388989,3392401,"7",3412
"ERR12861517",3397177,3399155,"2",1978
"ERR12861517",3399156,3399650,"6",494
"ERR12861517",3401164,3404050,"1",2886
"ERR12861517",3404429,3405575,"1",1146
"ERR12861517",3441306,3443720,"10",2414
"ERR12861517",3443721,3443791,"7",70
"ERR12861517",3447772,3448419,"10",647
"ERR12861517",3448420,3449098,"7",678
"ERR12861517",3462623,3464146,"4",1523
"ERR12861517",3464147,3464348,"2",201
"ERR12861517",3476449,3479189,"9",2740
"ERR12861517",3480580,3481460,"7",880
"ERR12861517",3483899,3484859,"10",960
"ERR12861517",3489257,3491790,"10",2533
"ERR12861517",3504837,3505648,"10",811
"ERR12861517",3510603,3512978,"1",2375
"ERR12861517",3516266,3517689,"2",1423
"ERR12861517",3534691,3535841,"7",1150
"ERR12861517",3537142,3539256,"10",2114
"ERR12861517",3539257,3541505,"2",2248
"ERR12861517",3547717,3549149,"6",1432
"ERR12861517",3556397,3557111,"10",714
"ERR12861517",3562459,3563640,"2",1181
"ERR12861517",3564197,3566167,"6",1970
"ERR12861517",3572109,3572968,"9",859
"ERR12861517",3572969,3575061,"2",2092
"ERR12861517",3579325,3579673,"7",348
"ERR12861517",3581709,3582624,"6",915
"ERR12861517",3585895,3587353,"4",1458
"ERR12861517",3587354,3588845,"3",1491
"ERR12861517",3610839,3612284,"8",1445
"ERR12861517",3612285,3612363,"10",78
"ERR12861517",3614701,3615645,"10",944
"ERR12861517",3623555,3624508,"10",953
"ERR12861517",3627695,3628593,"1",898
"ERR12861517",3633807,3634850,"10",1043
"ERR12861517",3638860,3639734,"10",874
"ERR12861517",3651859,3657644,"10",5785
"ERR12861517",3657645,3658080,"8",435
"ERR12861517",3663039,3664964,"2",1925
"ERR12861517",3666583,3666824,"6",241
"ERR12861517",3675318,3678157,"7",2839
"ERR12861517",3679989,3680566,"10",577
"ERR12861517",3689074,3689911,"2",837
"ERR12861517",3700800,3702149,"6",1349
"ERR12861517",3715093,3719849,"4",4756
"ERR12861517",3730063,3730942,"1",879
"ERR12861517",3751484,3752406,"10",922
"ERR12861517",3756311,3758515,"9",2204
"ERR12861517",3760834,3761528,"4",694
"ERR12861517",3761722,3764658,"1",2936
"ERR12861517",3764659,3765541,"3",882
"ERR12861517",3765542,3766307,"1",765
"ERR12861517",3767815,3768696,"9",881
"ERR12861517",3792780,3794468,"4",1688
"ERR12861517",3813912,3817713,"9",3801
"ERR12861517",3834533,3836108,"10",1575
"ERR12861517",3843162,3844314,"1",1152
"ERR12861517",3844315,3846025,"8",1710
"ERR12861517",3848081,3848837,"10",756
"ERR12861517",3857150,3857651,"3",501
"ERR12861517",3860856,3861703,"3",847
"ERR12861517",3867691,3868422,"2",731
"ERR12861517",3881838,3886061,"10",4223
"ERR12861517",3886062,3890625,"1",4563
"ERR12861517",3898983,3901087,"4",2104
"ERR12861517",3901088,3901722,"10",634
"ERR12861517",3914340,3916014,"7",1674
"ERR12861517",3916015,3916567,"2",552
"ERR12861517",3927312,3928096,"4",784
"ERR12861517",3930730,3931492,"10",762
"ERR12861517",3957989,3959571,"6",1582
"ERR12861517",3970087,3970701,"7",614
"ERR12861517",3972391,3975085,"10",2694
"ERR12861517",3978087,3978849,"1",762
"ERR12861517",3983999,3987198,"7",3199
"ERR12861517",3991778,3992598,"8",820
"ERR12861517",3992599,3992855,"6",256
"ERR12861517",3992856,3993166,"8",310
"ERR12861517",4009445,4010398,"2",953
"ERR12861517",4010399,4013587,"7",3188
"ERR12861517",4013588,4014123,"6",535
"ERR12861517",4014124,4015889,"2",1765
"ERR12861517",4020118,4020252,"10",134
"ERR12861517",4024493,4025340,"4",847
"ERR12861517",4025341,4026386,"2",1045
"ERR12861517",4026387,4028757,"4",2370
"ERR12861517",4034041,4034404,"3",363
"ERR12861517",4038151,4038463,"9",312
"ERR12861517",4038464,4039672,"6",1208
"ERR12861517",4039673,4040874,"4",1201
"ERR12861517",4042048,4043216,"7",1168
"ERR12861517",4046313,4047062,"1",749
"ERR12861517",4056295,4057049,"6",754
"ERR12861517",4066541,4069999,"4",3458
"ERR12861517",4090298,4091315,"10",1017
"ERR12861517",4113115,4114131,"7",1016
"ERR12861517",4114132,4117085,"6",2953
"ERR12861517",4119562,4123036,"10",3474
"ERR12861517",4123037,4123842,"6",805
"ERR12861517",4226351,4227460,"10",1109
"ERR12861447",21623,22126,"4",503
"ERR12861447",55357,56016,"4",659
"ERR12861447",69593,72300,"6",2707
"ERR12861447",85906,87182,"6",1276
"ERR12861447",110833,112285,"4",1452
"ERR12861447",120024,121144,"4",1120
"ERR12861447",164341,165677,"6",1336
"ERR12861447",166431,167816,"4",1385
"ERR12861447",187007,187977,"9",970
"ERR12861447",187978,188849,"6",871
"ERR12861447",218657,229463,"4",10806
"ERR12861447",232046,232173,"6",127
"ERR12861447",235460,237513,"4",2053
"ERR12861447",255884,256516,"5",632
"ERR12861447",269426,275474,"4",6048
"ERR12861447",305661,306991,"3",1330
"ERR12861447",313188,313920,"5",732
"ERR12861447",340624,341461,"6",837
"ERR12861447",371488,371777,"4",289
"ERR12861447",371778,375102,"6",3324
"ERR12861447",375103,375413,"4",310
"ERR12861447",379474,382034,"10",2560
"ERR12861447",406726,408854,"4",2128
"ERR12861447",484519,485067,"4",548
"ERR12861447",495484,497837,"4",2353
"ERR12861447",517605,518106,"4",501
"ERR12861447",537004,538303,"6",1299
"ERR12861447",548570,549299,"10",729
"ERR12861447",563205,564356,"4",1151
"ERR12861447",567650,569985,"4",2335
"ERR12861447",608182,608986,"4",804
"ERR12861447",652324,652902,"6",578
"ERR12861447",652903,653150,"4",247
"ERR12861447",665645,667668,"4",2023
"ERR12861447",683777,690052,"4",6275
"ERR12861447",716314,719460,"4",3146
"ERR12861447",733412,736652,"4",3240
"ERR12861447",748603,749028,"2",425
"ERR12861447",749029,750426,"5",1397
"ERR12861447",772718,773654,"4",936
"ERR12861447",773655,775257,"6",1602
"ERR12861447",775258,783186,"4",7928
"ERR12861447",783187,784590,"5",1403
"ERR12861447",784591,785303,"3",712
"ERR12861447",785304,786126,"4",822
"ERR12861447",820785,823440,"6",2655
"ERR12861447",837678,838686,"4",1008
"ERR12861447",856706,858981,"4",2275
"ERR12861447",890077,891301,"4",1224
"ERR12861447",895340,896666,"6",1326
"ERR12861447",919498,920919,"4",1421
"ERR12861447",943991,945231,"4",1240
"ERR12861447",969850,970448,"10",598
"ERR12861447",983258,986096,"4",2838
"ERR12861447",1018621,1019533,"5",912
"ERR12861447",1019534,1022175,"4",2641
"ERR12861447",1042077,1042850,"4",773
"ERR12861447",1054131,1055071,"4",940
"ERR12861447",1055072,1057569,"1",2497
"ERR12861447",1068276,1073588,"4",5312
"ERR12861447",1095095,1097115,"4",2020
"ERR12861447",1097116,1101799,"6",4683
"ERR12861447",1101800,1107672,"4",5872
"ERR12861447",1119897,1120972,"4",1075
"ERR12861447",1178716,1179738,"5",1022
"ERR12861447",1186859,1187912,"6",1053
"ERR12861447",1195280,1196577,"6",1297
"ERR12861447",1196578,1198516,"4",1938
"ERR12861447",1198517,1200233,"6",1716
"ERR12861447",1209346,1209882,"10",536
"ERR12861447",1209883,1210115,"9",232
"ERR12861447",1216582,1216623,"9",41
"ERR12861447",1220356,1222465,"9",2109
"ERR12861447",1222466,1223585,"10",1119
"ERR12861447",1262179,1262974,"4",795
"ERR12861447",1265202,1266205,"10",1003
"ERR12861447",1266206,1267101,"4",895
"ERR12861447",1290630,1292337,"1",1707
"ERR12861447",1300313,1301490,"4",1177
"ERR12861447",1306616,1307623,"5",1007
"ERR12861447",1332567,1332949,"9",382
"ERR12861447",1332971,1333002,"9",31
"ERR12861447",1333081,1333295,"4",214
"ERR12861447",1340347,1341770,"4",1423
"ERR12861447",1351339,1352247,"4",908
"ERR12861447",1366276,1366950,"6",674
"ERR12861447",1380164,1381091,"4",927
"ERR12861447",1386911,1389045,"6",2134
"ERR12861447",1389046,1389564,"4",518
"ERR12861447",1399535,1400254,"4",719
"ERR12861447",1400255,1400581,"6",326
"ERR12861447",1434229,1435856,"4",1627
"ERR12861447",1439926,1444626,"5",4700
"ERR12861447",1528340,1529782,"5",1442
"ERR12861447",1553813,1554246,"3",433
"ERR12861447",1554247,1557630,"4",3383
"ERR12861447",1570917,1573550,"6",2633
"ERR12861447",1614142,1615369,"10",1227
"ERR12861447",1621573,1622564,"3",991
"ERR12861447",1622565,1626429,"1",3864
"ERR12861447",1627582,1629597,"6",2015
"ERR12861447",1629598,1632864,"4",3266
"ERR12861447",1639884,1644234,"4",4350
"ERR12861447",1652942,1653524,"6",582
"ERR12861447",1695016,1696165,"4",1149
"ERR12861447",1697376,1700168,"6",2792
"ERR12861447",1703508,1704651,"9",1143
"ERR12861447",1715035,1721331,"4",6296
"ERR12861447",1728343,1728981,"4",638
"ERR12861447",1752051,1758603,"4",6552
"ERR12861447",1760703,1761234,"8",531
"ERR12861447",1761470,1764866,"6",3396
"ERR12861447",1765803,1766872,"3",1069
"ERR12861447",1777166,1779041,"6",1875
"ERR12861447",1780551,1782485,"4",1934
"ERR12861447",1821133,1822189,"6",1056
"ERR12861447",1832029,1839851,"4",7822
"ERR12861447",1849745,1850603,"4",858
"ERR12861447",1882639,1883356,"4",717
"ERR12861447",1893905,1897670,"6",3765
"ERR12861447",1900057,1904494,"4",4437
"ERR12861447",1904495,1905618,"2",1123
"ERR12861447",1905619,1907530,"4",1911
"ERR12861447",1924995,1929338,"10",4343
"ERR12861447",1939506,1942680,"4",3174
"ERR12861447",1952309,1957879,"4",5570
"ERR12861447",1966743,1979747,"4",13004
"ERR12861447",2011393,2012313,"10",920
"ERR12861447",2022541,2024509,"4",1968
"ERR12861447",2042736,2046166,"6",3430
"ERR12861447",2046167,2048673,"4",2506
"ERR12861447",2073595,2074813,"4",1218
"ERR12861447",2093718,2098080,"4",4362
"ERR12861447",2100008,2101236,"10",1228
"ERR12861447",2113193,2113742,"1",549
"ERR12861447",2113743,2113948,"10",205
"ERR12861447",2127978,2132472,"4",4494
"ERR12861447",2136590,2138885,"6",2295
"ERR12861447",2154546,2163669,"4",9123
"ERR12861447",2171278,2171492,"9",214
"ERR12861447",2172604,2177311,"4",4707
"ERR12861447",2186205,2188982,"4",2777
"ERR12861447",2199272,2201584,"6",2312
"ERR12861447",2210155,2211628,"6",1473
"ERR12861447",2221739,2226349,"4",4610
"ERR12861447",2236278,2238065,"4",1787
"ERR12861447",2250615,2251857,"4",1242
"ERR12861447",2254130,2255607,"1",1477
"ERR12861447",2261064,2262633,"10",1569
"ERR12861447",2268046,2274155,"4",6109
"ERR12861447",2293409,2294558,"6",1149
"ERR12861447",2303393,2306912,"6",3519
"ERR12861447",2306913,2307859,"4",946
"ERR12861447",2365039,2366377,"4",1338
"ERR12861447",2379033,2379398,"4",365
"ERR12861447",2388954,2390340,"6",1386
"ERR12861447",2433483,2434487,"6",1004
"ERR12861447",2460100,2462682,"4",2582
"ERR12861447",2467140,2468256,"4",1116
"ERR12861447",2496027,2496962,"4",935
"ERR12861447",2510836,2518579,"4",7743
"ERR12861447",2529290,2531929,"6",2639
"ERR12861447",2559870,2562262,"4",2392
"ERR12861447",2562263,2565555,"1",3292
"ERR12861447",2565556,2567665,"4",2109
"ERR12861447",2570654,2572010,"6",1356
"ERR12861447",2578904,2581522,"6",2618
"ERR12861447",2624994,2625848,"6",854
"ERR12861447",2632777,2636911,"4",4134
"ERR12861447",2642278,2651901,"4",9623
"ERR12861447",2659051,2665699,"4",6648
"ERR12861447",2695131,2696053,"5",922
"ERR12861447",2708836,2711396,"10",2560
"ERR12861447",2715746,2717039,"6",1293
"ERR12861447",2738714,2748220,"4",9506
"ERR12861447",2756677,2759055,"9",2378
"ERR12861447",2761119,2763642,"6",2523
"ERR12861447",2817121,2819262,"4",2141
"ERR12861447",2843505,2854327,"6",10822
"ERR12861447",2908255,2910584,"4",2329
"ERR12861447",2910585,2913255,"6",2670
"ERR12861447",2925461,2927679,"6",2218
"ERR12861447",2931673,2932775,"5",1102
"ERR12861447",2968693,2970450,"6",1757
"ERR12861447",3030286,3031537,"8",1251
"ERR12861447",3063237,3065541,"10",2304
"ERR12861447",3104705,3107861,"6",3156
"ERR12861447",3116374,3118562,"4",2188
"ERR12861447",3169557,3170512,"10",955
"ERR12861447",3192538,3193287,"6",749
"ERR12861447",3194235,3195608,"6",1373
"ERR12861447",3203313,3205581,"6",2268
"ERR12861447",3216540,3222971,"10",6431
"ERR12861447",3247498,3248033,"1",535
"ERR12861447",3250687,3253612,"6",2925
"ERR12861447",3286700,3294047,"6",7347
"ERR12861447",3345104,3346830,"4",1726
"ERR12861447",3357628,3367438,"4",9810
"ERR12861447",3367439,3370150,"10",2711
"ERR12861447",3390695,3392914,"4",2219
"ERR12861447",3400984,3402205,"10",1221
"ERR12861447",3402206,3402388,"4",182
"ERR12861447",3407464,3408169,"8",705
"ERR12861447",3435297,3436162,"4",865
"ERR12861447",3442619,3443955,"6",1336
"ERR12861447",3476449,3477140,"6",691
"ERR12861447",3477141,3478938,"5",1797
"ERR12861447",3490728,3491004,"10",276
"ERR12861447",3496236,3497321,"6",1085
"ERR12861447",3497322,3498422,"10",1100
"ERR12861447",3509063,3512969,"4",3906
"ERR12861447",3519612,3520382,"6",770
"ERR12861447",3522086,3523922,"4",1836
"ERR12861447",3558972,3562388,"4",3416
"ERR12861447",3562389,3566790,"6",4401
"ERR12861447",3610809,3612775,"6",1966
"ERR12861447",3612776,3613691,"4",915
"ERR12861447",3643073,3643520,"9",447
"ERR12861447",3672525,3673586,"10",1061
"ERR12861447",3686346,3687013,"6",667
"ERR12861447",3707605,3709072,"6",1467
"ERR12861447",3783624,3786270,"1",2646
"ERR12861447",3798586,3800471,"6",1885
"ERR12861447",3802499,3806513,"4",4014
"ERR12861447",3831370,3832866,"9",1496
"ERR12861447",3839750,3840896,"10",1146
"ERR12861447",3847017,3848245,"4",1228
"ERR12861447",3869977,3872416,"8",2439
"ERR12861447",3880116,3883049,"5",2933
"ERR12861447",3888765,3890625,"1",1860
"ERR12861447",3919070,3922682,"4",3612
"ERR12861447",3955250,3956636,"6",1386
"ERR12861447",3975283,3977985,"4",2702
"ERR12861447",4085296,4087811,"1",2515
"ERR12861447",4117229,4118391,"4",1162
"ERR12861447",4226278,4234560,"4",8282
"ERR12861519",87499,89644,"6",2145
"ERR12861519",89645,97337,"4",7692
"ERR12861519",97338,99221,"5",1883
"ERR12861519",99222,100052,"4",830
"ERR12861519",100053,100382,"5",329
"ERR12861519",100383,104390,"4",4007
"ERR12861519",104391,105676,"10",1285
"ERR12861519",282783,286112,"10",3329
"ERR12861519",286113,290242,"6",4129
"ERR12861519",290243,292127,"10",1884
"ERR12861519",292128,293994,"6",1866
"ERR12861519",296286,302987,"6",6701
"ERR12861519",302988,303651,"3",663
"ERR12861519",303652,304302,"5",650
"ERR12861519",304303,306358,"4",2055
"ERR12861519",396792,400532,"6",3740
"ERR12861519",400533,408945,"4",8412
"ERR12861519",688998,690491,"4",1493
"ERR12861519",690492,693906,"6",3414
"ERR12861519",834816,836093,"6",1277
"ERR12861519",836094,837123,"9",1029
"ERR12861519",837124,839807,"5",2683
"ERR12861519",895436,897256,"10",1820
"ERR12861519",897257,899685,"5",2428
"ERR12861519",899686,900761,"6",1075
"ERR12861519",960413,966733,"5",6320
"ERR12861519",966734,968637,"7",1903
"ERR12861519",968638,969220,"4",582
"ERR12861519",969746,970901,"6",1155
"ERR12861519",970902,971912,"5",1010
"ERR12861519",987050,990621,"4",3571
"ERR12861519",990622,991036,"5",414
"ERR12861519",991037,992883,"6",1846
"ERR12861519",992884,993991,"5",1107
"ERR12861519",993992,994830,"3",838
"ERR12861519",1046575,1048826,"6",2251
"ERR12861519",1048827,1053628,"4",4801
"ERR12861519",1053629,1058077,"5",4448
"ERR12861519",1058078,1060092,"10",2014
"ERR12861519",1060093,1060877,"5",784
"ERR12861519",1102023,1102482,"10",459
"ERR12861519",1160519,1162331,"10",1812
"ERR12861519",1162332,1164115,"5",1783
"ERR12861519",1164116,1165877,"6",1761
"ERR12861519",1228264,1229256,"9",992
"ERR12861519",1229257,1231997,"5",2740
"ERR12861519",1248708,1252939,"6",4231
"ERR12861519",1252940,1256528,"10",3588
"ERR12861519",1256529,1258387,"4",1858
"ERR12861519",1291818,1292401,"10",583
"ERR12861519",1292402,1294949,"5",2547
"ERR12861519",1294950,1296592,"7",1642
"ERR12861519",1297838,1300214,"5",2376
"ERR12861519",1351768,1352247,"10",479
"ERR12861519",1353674,1358891,"6",5217
"ERR12861519",1411732,1415029,"6",3297
"ERR12861519",1415030,1417901,"5",2871
"ERR12861519",1417902,1418853,"3",951
"ERR12861519",1418854,1420234,"10",1380
"ERR12861519",1420349,1421904,"4",1555
"ERR12861519",1421905,1427711,"6",5806
"ERR12861519",1587776,1590829,"5",3053
"ERR12861519",1590830,1595233,"4",4403
"ERR12861519",1595234,1596203,"6",969
"ERR12861519",1596204,1599254,"4",3050
"ERR12861519",1599255,1600827,"1",1572
"ERR12861519",1600828,1604433,"6",3605
"ERR12861519",1651240,1666548,"6",15308
"ERR12861519",1704063,1707342,"4",3279
"ERR12861519",1707343,1711047,"10",3704
"ERR12861519",1728690,1731415,"6",2725
"ERR12861519",1817649,1827375,"6",9726
"ERR12861519",1877947,1878429,"6",482
"ERR12861519",1878430,1880856,"10",2426
"ERR12861519",1880857,1883356,"6",2499
"ERR12861519",1883357,1886874,"5",3517
"ERR12861519",1909506,1911560,"3",2054
"ERR12861519",1911561,1919899,"5",8338
"ERR12861519",2065841,2066835,"4",994
"ERR12861519",2066836,2072317,"5",5481
"ERR12861519",2072318,2076003,"4",3685
"ERR12861519",2160642,2164351,"5",3709
"ERR12861519",2268179,2271353,"5",3174
"ERR12861519",2271354,2278430,"10",7076
"ERR12861519",2325667,2328798,"4",3131
"ERR12861519",2362019,2364955,"6",2936
"ERR12861519",2364956,2366232,"4",1276
"ERR12861519",2366233,2366619,"1",386
"ERR12861519",2366620,2369143,"6",2523
"ERR12861519",2369144,2370781,"4",1637
"ERR12861519",2370782,2372324,"6",1542
"ERR12861519",2372325,2373583,"4",1258
"ERR12861519",2499015,2499342,"6",327
"ERR12861519",2499343,2500091,"1",748
"ERR12861519",2511344,2512083,"3",739
"ERR12861519",2512084,2514453,"6",2369
"ERR12861519",2514454,2517007,"4",2553
"ERR12861519",2526317,2532411,"6",6094
"ERR12861519",2549137,2562847,"6",13710
"ERR12861519",2562848,2566091,"5",3243
"ERR12861519",2566092,2567895,"1",1803
"ERR12861519",2567896,2569663,"4",1767
"ERR12861519",2569664,2571890,"6",2226
"ERR12861519",2584094,2587050,"5",2956
"ERR12861519",2587051,2588581,"10",1530
"ERR12861519",2588582,2590297,"6",1715
"ERR12861519",2594759,2595491,"10",732
"ERR12861519",2599383,2602093,"6",2710
"ERR12861519",2614000,2616232,"6",2232
"ERR12861519",2616233,2617027,"3",794
"ERR12861519",2617028,2621048,"5",4020
"ERR12861519",2647126,2648501,"4",1375
"ERR12861519",2648502,2649913,"10",1411
"ERR12861519",2752143,2755081,"6",2938
"ERR12861519",2756677,2759629,"4",2952
"ERR12861519",2759630,2766180,"6",6550
"ERR12861519",2798291,2801206,"6",2915
"ERR12861519",2801207,2801392,"10",185
"ERR12861519",2801989,2803960,"4",1971
"ERR12861519",2809204,2811304,"1",2100
"ERR12861519",2924346,2925054,"4",708
"ERR12861519",2925055,2928311,"6",3256
"ERR12861519",2928312,2929957,"5",1645
"ERR12861519",2938941,2946867,"10",7926
"ERR12861519",2946868,2947621,"7",753
"ERR12861519",2947622,2949408,"4",1786
"ERR12861519",2968069,2981998,"6",13929
"ERR12861519",2991154,2996064,"6",4910
"ERR12861519",2996237,2998395,"6",2158
"ERR12861519",3032170,3037304,"6",5134
"ERR12861519",3037305,3040448,"1",3143
"ERR12861519",3040449,3045327,"6",4878
"ERR12861519",3046855,3049300,"5",2445
"ERR12861519",3049301,3051033,"4",1732
"ERR12861519",3062515,3064337,"5",1822
"ERR12861519",3064338,3069064,"6",4726
"ERR12861519",3072486,3072934,"1",448
"ERR12861519",3128803,3134515,"9",5712
"ERR12861519",3134516,3136193,"10",1677
"ERR12861519",3136194,3139441,"4",3247
"ERR12861519",3146978,3147457,"1",479
"ERR12861519",3147458,3147805,"4",347
"ERR12861519",3147806,3149695,"1",1889
"ERR12861519",3149696,3151156,"4",1460
"ERR12861519",3153219,3155564,"4",2345
"ERR12861519",3178447,3180475,"1",2028
"ERR12861519",3180476,3184369,"5",3893
"ERR12861519",3231766,3238480,"5",6714
"ERR12861519",3238481,3241681,"10",3200
"ERR12861519",3244772,3245966,"3",1194
"ERR12861519",3245967,3247586,"6",1619
"ERR12861519",3272153,3280239,"5",8086
"ERR12861519",3326103,3337561,"5",11458
"ERR12861519",3337562,3342196,"6",4634
"ERR12861519",3345349,3349461,"6",4112
"ERR12861519",3350549,3352252,"4",1703
"ERR12861519",3352253,3355643,"5",3390
"ERR12861519",3355644,3358079,"6",2435
"ERR12861519",3358080,3359632,"10",1552
"ERR12861519",3359633,3366925,"4",7292
"ERR12861519",3374717,3386521,"6",11804
"ERR12861519",3386522,3396300,"4",9778
"ERR12861519",3396301,3396800,"5",499
"ERR12861519",3402691,3406814,"7",4123
"ERR12861519",3428616,3433032,"5",4416
"ERR12861519",3433033,3436781,"4",3748
"ERR12861519",3436782,3439598,"7",2816
"ERR12861519",3439599,3441963,"5",2364
"ERR12861519",3461834,3462802,"5",968
"ERR12861519",3462803,3464691,"6",1888
"ERR12861519",3464692,3465059,"5",367
"ERR12861519",3465060,3466329,"7",1269
"ERR12861519",3466330,3473282,"10",6952
"ERR12861519",3499389,3500541,"5",1152
"ERR12861519",3534316,3535506,"4",1190
"ERR12861519",3535507,3538257,"1",2750
"ERR12861519",3538258,3542504,"5",4246
"ERR12861519",3564450,3565965,"1",1515
"ERR12861519",3565966,3566963,"4",997
"ERR12861519",3568218,3568506,"5",288
"ERR12861519",3568507,3569608,"4",1101
"ERR12861519",3569609,3570380,"1",771
"ERR12861519",3570381,3571313,"10",932
"ERR12861519",3571314,3573835,"6",2521
"ERR12861519",3573836,3574901,"9",1065
"ERR12861519",3574962,3579755,"4",4793
"ERR12861519",3579756,3581743,"6",1987
"ERR12861519",3581744,3583256,"4",1512
"ERR12861519",3589993,3591416,"6",1423
"ERR12861519",3591417,3597929,"4",6512
"ERR12861519",3600484,3607019,"4",6535
"ERR12861519",3607020,3607841,"5",821
"ERR12861519",3644186,3645201,"5",1015
"ERR12861519",3645202,3648155,"4",2953
"ERR12861519",3668919,3672200,"6",3281
"ERR12861519",3672334,3674105,"4",1771
"ERR12861519",3674106,3677680,"6",3574
"ERR12861519",3677681,3678516,"10",835
"ERR12861519",3678517,3679611,"6",1094
"ERR12861519",3679612,3683745,"5",4133
"ERR12861519",3730024,3730855,"10",831
"ERR12861519",3730856,3731785,"6",929
"ERR12861519",3750988,3754929,"6",3941
"ERR12861519",3754930,3758140,"7",3210
"ERR12861519",3758141,3758240,"6",99
"ERR12861519",3758241,3760833,"5",2592
"ERR12861519",3763676,3766414,"7",2738
"ERR12861519",3766415,3767098,"5",683
"ERR12861519",3767099,3774212,"6",7113
"ERR12861519",3800055,3803047,"5",2992
"ERR12861519",3803048,3804502,"6",1454
"ERR12861519",3804503,3806589,"4",2086
"ERR12861519",3806590,3807127,"6",537
"ERR12861519",3807128,3808859,"10",1731
"ERR12861519",3808860,3810659,"6",1799
"ERR12861519",3818928,3823390,"6",4462
"ERR12861519",3823391,3825066,"10",1675
"ERR12861519",3825067,3829659,"4",4592
"ERR12861519",3896631,3898294,"7",1663
"ERR12861519",3898295,3900946,"6",2651
"ERR12861519",3911169,3912560,"5",1391
"ERR12861519",3912561,3912832,"4",271
"ERR12861519",3921441,3922928,"5",1487
"ERR12861519",3922929,3924326,"6",1397
"ERR12861519",3924327,3925675,"10",1348
"ERR12861519",3925676,3927084,"6",1408
"ERR12861519",3927085,3930446,"10",3361
"ERR12861519",3931312,3931845,"10",533
"ERR12861519",3931846,3934636,"5",2790
"ERR12861519",3934637,3936232,"10",1595
"ERR12861519",3979990,3983057,"10",3067
"ERR12861519",3983058,3986577,"4",3519
"ERR12861519",3986578,3987893,"5",1315
"ERR12861519",3987894,3989239,"4",1345
"ERR12861519",3989240,3989865,"6",625
"ERR12861519",3991871,3995946,"4",4075
"ERR12861519",4000222,4001249,"6",1027
"ERR12861519",4001250,4002145,"4",895
"ERR12861519",4002146,4003230,"5",1084
"ERR12861519",4003231,4004267,"10",1036
"ERR12861519",4004268,4006202,"6",1934
"ERR12861519",4006203,4006736,"10",533
"ERR12861519",4133554,4135521,"5",1967
"ERR12861519",4144854,4149296,"5",4442
"ERR12861519",4240384,4243707,"7",3323
